iter	RMSE
461	4.022556796
462	4.016245827
463	4.013142119
464	4.009478296
465	4.008407272
466	4.006951042
467	4.005069827
468	4.001547264
469	3.997664374
470	3.99519808
471	3.992824196
472	3.987758431
473	3.987264108
474	3.984083731
475	3.980293349
476	3.97584199
477	3.975029016
478	3.971077809
479	3.967718176
480	3.966284451
481	3.963879804
482	3.959401689
483	3.9572451
484	3.956121024
485	3.955671534
486	3.952749074
487	3.949546516
488	3.945147811
489	3.944358878
490	3.940265606
491	3.937217014
492	3.934826139
493	3.933536176
494	3.932438931
495	3.928274217
496	3.92437662
497	3.922751119
498	3.921599683
499	3.916434861
500	3.91240316
501	3.910516843
502	3.907829054
503	3.903406521
504	3.901641495
505	3.901174935
506	3.899099091
507	3.895262174
508	3.894833537
509	3.889601721
510	3.885793041
511	3.881619733
512	3.879568184
513	3.877721085
514	3.872606552
515	3.871624953
516	3.870698154
517	3.87022658
518	3.867705054
519	3.864406809
520	3.861159586
521	3.858357814
522	3.857267306
523	3.852488045
524	3.851184738
525	3.850736036
526	3.847282262
527	3.845129853
528	3.843524255
529	3.840778533
530	3.837729279
531	3.837050505
532	3.835718042
533	3.834817731
534	3.831311037
535	3.830368356
536	3.827156583
537	3.824947956
538	3.822872046
539	3.819811543
540	3.818759836
541	3.818089685
542	3.813335417
543	3.810182052
544	3.809097153
545	3.806036162
546	3.800343967
547	3.797589265
548	3.795541597
549	3.792907508
550	3.788242379
551	3.787404885
552	3.784764733
553	3.784028941
554	3.780997815
555	3.777066483
556	3.776058112
557	3.7746956
558	3.772685459
559	3.77197306
560	3.769868235
561	3.766728412
562	3.762184665
563	3.759056573
564	3.757216337
565	3.754071856
566	3.753763899
567	3.752565349
568	3.749450794
569	3.744537177
570	3.741519904
571	3.740216651
572	3.737064131
573	3.735637622
574	3.735172463
575	3.729717773
576	3.727710451
577	3.722174372
578	3.719516202
579	3.718206268
580	3.717403547
581	3.716847065
582	3.71445652
583	3.71207208
584	3.70779383
585	3.706166814
586	3.705682285
587	3.702211659
588	3.699076942
589	3.698696489
590	3.697296339
591	3.69403729
592	3.689094575
593	3.688725379
594	3.687594686
595	3.68452801
596	3.682830398
597	3.68012573
598	3.679476016
599	3.677733862
600	3.676950584
601	3.674079933
602	3.670392986
603	3.669609665
604	3.667486881
605	3.665241446
606	3.660850587
607	3.659530227
608	3.657504012
609	3.656154477
610	3.653346485
611	3.651728285
612	3.650417291
613	3.648298816
614	3.647357178
615	3.64359494
616	3.638966143
617	3.63722138
618	3.635670003
619	3.631456609
620	3.628386018
621	3.625458964
622	3.62457177
623	3.621135315
624	3.619533271
625	3.619301751
626	3.616575182
627	3.615463637
628	3.613913895
629	3.61261055
630	3.609922946
631	3.609570119
632	3.607377677
633	3.605929951
634	3.601737736
635	3.600347311
636	3.596834652
637	3.59319936
638	3.591405213
639	3.589822985
640	3.586483579
641	3.581971987
642	3.5785131
643	3.577416937
644	3.574114754
645	3.573674607
646	3.572841269
647	3.572016206
648	3.571397854
649	3.569233431
650	3.567197503
651	3.562455421
652	3.560612021
653	3.557618673
654	3.554703508
655	3.553816667
656	3.552114683
657	3.549282671
658	3.54887591
659	3.5460733
660	3.545255859
661	3.544468572
662	3.54065441
663	3.53995238
664	3.538135384
665	3.535557366
666	3.535215419
667	3.531970811
668	3.530069402
669	3.526106055
670	3.522498713
671	3.521841731
672	3.516902056
673	3.511776306
674	3.509229598
675	3.504795933
676	3.504294735
677	3.501733094
678	3.501213387
679	3.500578469
680	3.498425413
681	3.496720596
682	3.49383037
683	3.492007081
684	3.488596191
685	3.487880165
686	3.486392336
687	3.482698287
688	3.480686976
689	3.478572334
690	3.478131944
691	3.474924504
692	3.473020416
693	3.471941995
694	3.46870481
695	3.466554478
696	3.463958401
697	3.46270849
698	3.461073535
699	3.45850344
700	3.456520471
701	3.453066789
702	3.450463594
703	3.447259131
704	3.445319666
705	3.442497944
706	3.439467794
707	3.438860635
708	3.435342634
709	3.433211324
710	3.431972761
711	3.431685585
712	3.429996627
713	3.425666949
714	3.424526794
715	3.420410855
716	3.419826729
717	3.417857963
718	3.415153625
719	3.4125674
720	3.411518672
721	3.408964403
722	3.405869799
723	3.40355873
724	3.402588933
725	3.401360147
726	3.400486741
727	3.39752223
728	3.395130416
729	3.394219812
730	3.393714094
731	3.391344313
732	3.389699414
733	3.38837223
734	3.387886053
735	3.386146041
736	3.3848446
737	3.38441721
738	3.382714522
739	3.381706206
740	3.380420586
741	3.378463138
742	3.378058389
743	3.375311678
744	3.372838904
745	3.372575964
746	3.370003111
747	3.368209636
748	3.367779016
749	3.365249701
750	3.364411427
751	3.36422921
752	3.363896581
753	3.362293192
754	3.359822362
755	3.357416408
756	3.35382851
757	3.35356556
758	3.350224088
759	3.346586756
760	3.343282603
761	3.341271655
762	3.338703616
763	3.335029888
764	3.333273514
765	3.332553309
766	3.332370899
767	3.328711655
768	3.328536353
769	3.326529657
770	3.32541086
771	3.322472614
772	3.320860517
773	3.319555169
774	3.316679417
775	3.314580616
776	3.31132929
777	3.309418744
778	3.308750905
779	3.305281576
780	3.301637195
781	3.301251546
782	3.299140543
783	3.298710548
784	3.296493816
785	3.2957279
786	3.293075644
787	3.292535375
788	3.292334201
789	3.29086067
790	3.288551665
791	3.285693351
792	3.283673898
793	3.281005858
794	3.279599025
795	3.277313117
796	3.276238823
797	3.275677239
798	3.275457118
799	3.27296594
800	3.27274603
801	3.271848323
802	3.266650527
803	3.264930524
804	3.264235044
805	3.262713346
806	3.261445009
807	3.260842255
808	3.259358643
809	3.257967445
810	3.254094645
811	3.251299656
812	3.249952782
813	3.24677488
814	3.244691228
815	3.243800688
816	3.242342355
817	3.239945229
818	3.23865148
819	3.236550547
820	3.234242194
821	3.232201823
822	3.231672406
823	3.229383247
824	3.226185083
825	3.22574631
826	3.222947365
827	3.222590691
828	3.220830056
829	3.219894603
830	3.218236863
831	3.215828469
832	3.215573454
833	3.214151607
834	3.213914398
835	3.211329606
836	3.21046308
837	3.210045752
838	3.208612575
839	3.206393379
840	3.204124895
841	3.20265421
842	3.198163974
843	3.197182834
844	3.195847595
845	3.192884039
846	3.192741129
847	3.191149247
848	3.190976287
849	3.188485701
850	3.185783657
851	3.183944186
852	3.182227306
853	3.17972074
854	3.17913638
855	3.177508398
856	3.175656588
857	3.174696716
858	3.17231477
859	3.17012851
860	3.168884511
861	3.168731358
862	3.168360879
863	3.166533736
864	3.165534558
865	3.164000697
866	3.162384284
867	3.160887939
868	3.157823663
869	3.157053538
870	3.156514008
871	3.153808965
872	3.150501689
873	3.14946432
874	3.146828657
875	3.146147242
876	3.143619608
877	3.141891828
878	3.140333571
879	3.140093036
880	3.139306774
881	3.137982039
882	3.133899564
883	3.132601003
884	3.130505979
885	3.127964838
886	3.127250119
887	3.126601773
888	3.124292342
889	3.12301684
890	3.120113032
891	3.118843866
892	3.117702379
893	3.117145529
894	3.116091523
895	3.114418893
896	3.112970032
897	3.11168716
898	3.110119554
899	3.106535136
900	3.106331556
901	3.104149366
902	3.102442049
903	3.102290633
904	3.101168784
905	3.099233554
906	3.098735617
907	3.09860655
908	3.095477556
909	3.093501616
910	3.092711325
911	3.089857157
912	3.08913401
913	3.088512954
914	3.087676317
915	3.084469264
916	3.083652244
917	3.082939886
918	3.082509551
919	3.080213317
920	3.079298841
921	3.076354743
922	3.075637509
923	3.075284719
924	3.073727788
925	3.071850931
926	3.070682292
927	3.068743794
928	3.068556108
929	3.067880217
930	3.066088047
931	3.065649087
932	3.06092277
933	3.05975288
934	3.058567419
935	3.05780101
936	3.055372183
937	3.054761466
938	3.052554396
939	3.051974018
940	3.051242971
941	3.050418055
942	3.049327767
943	3.047465087
944	3.04600266
945	3.044263936
946	3.044007176
947	3.043382446
948	3.041854522
949	3.039033001
950	3.037099895
951	3.036372848
952	3.035388946
953	3.032452615
954	3.031823429
955	3.030883665
956	3.029543004
957	3.029027094
958	3.026627085
959	3.024720357
960	3.023708656
961	3.022212456
962	3.021273398
963	3.021056109
964	3.020918734
965	3.020561349
966	3.020390502
967	3.019295214
968	3.015425703
969	3.014668199
970	3.01368389
971	3.011171501
972	3.010516996
973	3.008980899
974	3.008766238
975	3.008047452
976	3.004821889
977	3.003045588
978	3.002787221
979	3.001080816
980	3.000400172
981	2.999837258
982	2.999199686
983	2.99745147
984	2.995228064
985	2.991512312
986	2.989022359
987	2.986978292
988	2.986244354
989	2.986059917
990	2.98445408
991	2.983201831
992	2.982024807
993	2.980555478
994	2.979704524
995	2.979335744
996	2.977245483
997	2.97472222
998	2.973379763
999	2.972730707
